1000
6.40
Pchamber	Preservoir	Thrust	Temp
1262.0057	-389.2301	-0.0769	24.2642
1262.0057	-389.2301	-0.2268	24.2642
1262.5439	-389.2301	-0.2268	24.2642
1263.0820	-389.2301	-0.0769	24.2642
1263.0820	-388.7307	-0.0769	24.2642
1263.0820	-389.7295	-0.2268	24.2642
1262.0057	-389.2301	-0.2268	24.2642
1262.0057	-388.7307	-0.2268	24.2642
1262.0057	-388.7307	0.0730	24.2642
1262.0057	-389.2301	-0.0769	24.2642
1261.4675	-389.7295	-0.2268	24.2642
1260.3911	-388.7307	-0.5266	24.2642
1261.4675	-388.7307	-0.0769	24.2642
1261.4675	-390.2288	-0.2268	24.2642
1262.0057	-389.2301	-0.2268	24.2642
1262.0057	-389.7295	-0.2268	24.2642
1262.0057	-389.2301	-0.2268	24.2642
1262.5439	-389.2301	-0.0769	24.2642
1263.0820	-389.2301	-0.2268	24.2642
1262.5439	-389.2301	-0.2268	24.2642
1263.0820	-389.2301	-0.2268	24.2642
1263.0820	-389.2301	-0.5266	24.2642
1262.5439	-388.7307	-0.2268	24.2642
1262.5439	-389.2301	-0.0769	24.2642
1262.0057	-388.7307	-0.0769	24.2642
1262.5439	-388.7307	-0.0769	24.2642
1261.4675	-389.2301	-0.0769	24.2642
1262.0057	-389.2301	-0.2268	24.2642
1262.0057	-389.2301	-0.3767	24.2642
1261.4675	-389.2301	-0.2268	24.2642
1262.5439	-389.2301	-0.2268	24.2642
1262.0057	-389.7295	-0.2268	24.2642
1262.0057	-389.2301	-0.2268	24.2642
1262.5439	-389.2301	-0.0769	24.2642
1262.5439	-389.7295	-0.0769	24.2642
1262.5439	-389.7295	-0.0769	24.2642
1263.6202	-389.2301	-0.3767	24.2642
1262.5439	-389.2301	-0.0769	24.2642
1262.5439	-388.7307	-0.2268	24.2642
1263.0820	-388.7307	-0.0769	24.2642
1262.5439	-389.2301	-0.0769	24.2642
1262.5439	-388.7307	-0.2268	24.2642
1262.5439	-388.2314	-0.2268	24.2642
1261.4675	-389.2301	-0.0769	24.2642
1261.4675	-389.2301	-0.0769	24.2642
1262.0057	-389.2301	-0.2268	24.2642
1260.9293	-389.2301	-0.0769	24.2642
1261.4675	-389.2301	-0.0769	24.2642
1261.4675	-389.7295	-0.0769	24.2642
1261.4675	-390.2288	-0.0769	24.2642
1261.4675	-390.2288	-0.0769	24.2642
1262.0057	-389.7295	-0.0769	24.2642
1262.5439	-389.2301	-0.0769	24.2642
1262.5439	-389.7295	-0.2268	24.2642
1263.0820	-389.2301	-0.3767	24.2642
1262.5439	-388.7307	-0.0769	24.2642
1262.5439	-389.2301	-0.0769	24.2576
1263.6202	-389.2301	0.0730	24.2576
1262.5439	-388.7307	-0.2268	24.2576
1262.0057	-389.2301	0.0730	24.2576
1262.0057	-390.2288	-0.2268	24.2576
1262.0057	-389.7295	-0.0769	24.2576
1261.4675	-389.2301	-0.0769	24.2576
1262.5439	-389.2301	-0.2268	24.2576
1261.4675	-389.7295	-0.2268	24.2576
1262.0057	-389.2301	-0.2268	24.2576
1261.4675	-389.7295	-0.0769	24.2576
1262.0057	-389.2301	-0.2268	24.2576
1262.0057	-388.7307	-0.0769	24.2576
1262.5439	-389.2301	-0.2268	24.2576
1262.5439	-388.7307	-0.2268	24.2576
1262.5439	-389.2301	-0.0769	24.2576
1262.5439	-389.2301	-0.0769	24.2576
1262.0057	-389.2301	-0.0769	24.2576
1263.0820	-388.7307	-0.0769	24.2576
1262.5439	-389.2301	-0.2268	24.2576
1262.0057	-389.2301	0.0730	24.2576
1261.4675	-389.2301	-0.2268	24.2576
1261.4675	-389.2301	-0.0769	24.2576
1260.9293	-388.7307	0.0730	24.2576
1261.4675	-389.2301	-0.5266	24.2576
1261.4675	-389.7295	0.0730	24.2576
1262.5439	-389.7295	-0.0769	24.2576
1262.0057	-389.2301	-0.2268	24.2576
1262.0057	-389.2301	-0.2268	24.2576
1262.5439	-388.7307	-0.2268	24.2576
1262.5439	-389.2301	0.0730	24.2576
1263.0820	-389.2301	-0.0769	24.2576
1262.5439	-389.2301	-0.2268	24.2576
1262.5439	-389.7295	-0.5266	24.2576
1262.5439	-388.7307	-0.3767	24.2576
1261.4675	-388.7307	0.0730	24.2576
1262.0057	-389.2301	0.0730	24.2576
1262.5439	-389.2301	-0.2268	24.2576
1261.4675	-389.7295	0.0730	24.2576
1262.0057	-389.2301	-0.0769	24.2576
1260.9293	-389.2301	-0.0769	24.2576
1261.4675	-389.2301	-0.2268	24.2576
1262.5439	-389.2301	-0.3767	24.2576
1261.4675	-389.2301	-0.2268	24.2576
1262.5439	-389.7295	-0.2268	24.2576
1262.0057	-388.7307	-0.0769	24.2576
1262.5439	-388.7307	-0.2268	24.2576
1262.0057	-389.2301	-0.2268	24.2576
1262.5439	-388.7307	-0.0769	24.2576
1262.5439	-388.7307	-0.2268	24.2576
1262.5439	-388.7307	0.0730	24.2576
1263.0820	-389.2301	-0.0769	24.2576
1262.0057	-388.7307	-0.2268	24.2576
1261.4675	-388.2314	-0.2268	24.2576
1262.5439	-389.2301	-0.0769	24.2576
1261.4675	-390.7282	0.0730	24.2576
1262.0057	-388.7307	-0.2268	24.2576
1261.4675	-389.7295	-0.0769	24.2576
1261.4675	-389.2301	-0.2268	24.2576
1262.0057	-389.2301	-0.0769	24.2576
1262.5439	-389.2301	-0.2268	24.2576
1262.5439	-389.2301	-0.2268	24.2576
1262.5439	-389.2301	-0.2268	24.2576
1262.0057	-389.2301	-0.2268	24.2576
1263.0820	-388.2314	-0.0769	24.2576
1263.0820	-388.7307	-0.0769	24.2576
1263.0820	-389.2301	-0.2268	24.2576
1262.5439	-388.7307	-0.2268	24.2576
1262.0057	-388.2314	-0.0769	24.2576
1262.5439	-389.2301	-0.2268	24.2576
1262.0057	-389.2301	-0.0769	24.2679
1262.5439	-389.2301	-0.3767	24.2679
1261.4675	-388.2314	-0.0769	24.2679
1262.0057	-389.7295	-0.2268	24.2679
1261.4675	-388.7307	-0.2268	24.2679
1262.0057	-389.2301	-0.2268	24.2679
1262.0057	-389.2301	-0.0769	24.2679
1261.4675	-388.7307	-0.2268	24.2679
1262.0057	-388.7307	-0.2268	24.2679
1262.0057	-389.2301	-0.2268	24.2679
1261.4675	-389.2301	-0.0769	24.2679
1262.0057	-389.2301	-0.2268	24.2679
1262.0057	-388.7307	-0.2268	24.2679
1262.0057	-389.7295	-0.0769	24.2679
1263.0820	-388.7307	-0.0769	24.2679
1262.5439	-388.7307	-0.0769	24.2679
1262.5439	-389.2301	-0.2268	24.2679
1262.5439	-389.2301	-0.2268	24.2679
1261.4675	-388.7307	-0.2268	24.2679
1262.0057	-389.7295	-0.0769	24.2679
1261.4675	-389.2301	0.0730	24.2679
1260.9293	-389.2301	-0.0769	24.2679
1261.4675	-389.7295	-0.2268	24.2679
1261.4675	-389.2301	-0.0769	24.2679
1260.9293	-389.2301	-0.2268	24.2679
1262.0057	-389.7295	-0.2268	24.2679
1262.5439	-389.7295	-0.0769	24.2679
1262.0057	-389.2301	-0.2268	24.2679
1262.0057	-389.2301	-0.2268	24.2679
1262.5439	-388.7307	-0.2268	24.2679
1263.0820	-388.7307	0.0730	24.2679
1262.5439	-389.2301	-0.0769	24.2679
1262.5439	-389.2301	0.0730	24.2679
1262.0057	-388.7307	-0.0769	24.2679
1262.5439	-388.7307	-0.6765	24.2679
1261.4675	-389.2301	-0.0769	24.2679
1262.0057	-389.7295	-0.0769	24.2679
1261.4675	-389.7295	-0.0769	24.2679
1261.4675	-389.7295	-0.2268	24.2679
1262.0057	-389.2301	-0.2268	24.2679
1261.4675	-389.7295	-0.0769	24.2679
1262.0057	-388.7307	-0.0769	24.2679
1262.0057	-389.2301	-0.0769	24.2679
1262.5439	-389.2301	-0.0769	24.2679
1262.0057	-389.2301	-0.2268	24.2679
1262.5439	-388.7307	-0.0769	24.2679
1263.0820	-389.2301	-0.0769	24.2679
1263.0820	-389.2301	0.0730	24.2679
1262.5439	-389.2301	-0.0769	24.2679
1262.0057	-388.2314	-0.0769	24.2679
1263.6202	-388.7307	-0.0769	24.2679
1262.5439	-388.7307	-0.2268	24.2679
1262.5439	-388.7307	-0.2268	24.2679
1262.0057	-389.7295	-0.0769	24.2679
1261.4675	-388.7307	-0.2268	24.2679
1261.4675	-389.2301	-0.0769	24.2679
1261.4675	-389.2301	-0.2268	24.2679
1262.0057	-389.2301	-0.3767	24.2679
1262.0057	-389.2301	-0.0769	24.2679
1262.5439	-389.2301	-0.2268	24.2679
1262.5439	-389.7295	-0.3767	24.2679
1262.0057	-389.2301	-0.0769	24.2679
1262.5439	-388.7307	-0.0769	24.2679
1261.4675	-389.7295	-0.0769	24.2679
1261.4675	-388.7307	-0.2268	24.2679
1262.5439	-389.2301	-0.0769	24.2679
1262.5439	-389.2301	-0.0769	24.2679
1262.0057	-388.7307	-0.2268	24.2679
1262.0057	-389.2301	0.0730	24.2679
1262.5439	-388.7307	-0.0769	24.2679
1261.4675	-389.2301	-0.2268	24.2714
1262.0057	-389.2301	-0.0769	24.2714
1261.4675	-388.7307	0.0730	24.2714
1261.4675	-389.7295	0.0730	24.2714
1262.0057	-389.2301	-0.2268	24.2714
1261.4675	-389.2301	-0.2268	24.2714
1262.0057	-390.2288	-0.2268	24.2714
1262.5439	-389.2301	-0.2268	24.2714
1263.0820	-389.2301	-0.0769	24.2714
1262.0057	-389.2301	-0.2268	24.2714
1262.0057	-389.2301	-0.0769	24.2714
1263.0820	-388.7307	-0.2268	24.2714
1262.5439	-389.2301	-0.2268	24.2714
1263.0820	-389.2301	-0.0769	24.2714
1262.5439	-389.2301	-0.2268	24.2714
1261.4675	-388.7307	-0.2268	24.2714
1261.4675	-389.2301	-0.0769	24.2714
1261.4675	-389.2301	-0.2268	24.2714
1262.0057	-389.2301	-0.0769	24.2714
1261.4675	-389.2301	-0.2268	24.2714
1262.0057	-389.2301	-0.2268	24.2714
1262.0057	-389.2301	-0.2268	24.2714
1262.0057	-389.7295	-0.2268	24.2714
1262.0057	-389.2301	-0.2268	24.2714
1262.5439	-388.7307	-0.0769	24.2714
1262.0057	-388.7307	-0.0769	24.2714
1262.0057	-389.2301	-0.2268	24.2714
1262.0057	-388.7307	-0.2268	24.2714
1263.0820	-389.2301	-0.0769	24.2714
1262.5439	-388.7307	-0.0769	24.2714
1262.5439	-388.7307	0.0730	24.2714
1261.4675	-389.2301	-0.2268	24.2714
1261.4675	-389.2301	-0.0769	24.2714
1262.0057	-389.2301	-0.3767	24.2714
1260.9293	-389.2301	-0.0769	24.2714
1261.4675	-389.2301	-0.0769	24.2714
1262.0057	-390.2288	-0.2268	24.2714
1261.4675	-389.2301	-0.2268	24.2714
1260.9293	-389.2301	-0.3767	24.2714
1262.0057	-389.7295	-0.2268	24.2714
1262.0057	-389.2301	-0.2268	24.2714
1262.5439	-388.7307	-0.2268	24.2714
1262.5439	-389.2301	-0.2268	24.2714
1260.9293	-388.7307	-0.0769	24.2714
1262.5439	-388.2314	-0.2268	24.2714
1262.5439	-388.7307	-0.0769	24.2714
1263.0820	-389.2301	-0.2268	24.2714
1262.0057	-388.7307	-0.2268	24.2714
1261.4675	-388.7307	-0.0769	24.2714
1262.0057	-388.7307	-0.2268	24.2714
1260.9293	-389.2301	-0.0769	24.2714
1262.0057	-389.2301	-0.0769	24.2714
1262.0057	-389.2301	-0.2268	24.2714
1261.4675	-389.7295	-0.0769	24.2714
1262.0057	-389.2301	-0.2268	24.2714
1261.4675	-390.7282	-0.0769	24.2714
1262.0057	-390.7282	-0.2268	24.2714
1262.0057	-389.2301	-0.2268	24.2714
1262.5439	-389.2301	-0.2268	24.2714
1262.0057	-388.7307	-0.2268	24.2714
1262.0057	-389.7295	-0.0769	24.2714
1262.0057	-389.2301	-0.0769	24.2714
1262.0057	-389.2301	-0.0769	24.2714
1262.5439	-388.7307	0.2229	24.2714
1262.0057	-388.7307	-0.3767	24.2714
1262.5439	-389.2301	-0.0769	24.2714
1262.0057	-388.7307	-0.0769	24.2714
1262.5439	-389.2301	-0.3767	24.2714
1261.4675	-388.7307	-0.0769	24.2714
1261.4675	-389.7295	-0.0769	24.2714
1261.4675	-390.2288	-0.3767	24.2581
1261.4675	-389.2301	-0.2268	24.2581
1261.4675	-389.2301	-0.2268	24.2581
1262.0057	-389.2301	-0.2268	24.2581
1262.5439	-388.7307	-0.0769	24.2581
1262.0057	-388.7307	-0.2268	24.2581
1261.4675	-389.2301	-0.0769	24.2581
1262.5439	-389.2301	-0.2268	24.2581
1262.0057	-389.2301	-0.2268	24.2581
1262.5439	-388.2314	-0.2268	24.2581
1262.0057	-389.2301	0.0730	24.2581
1261.4675	-388.7307	-0.2268	24.2581
1261.4675	-389.7295	-0.0769	24.2581
1261.4675	-390.2288	-0.2268	24.2581
1262.0057	-389.7295	-0.2268	24.2581
1261.4675	-389.2301	-0.2268	24.2581
1261.4675	-389.7295	-0.2268	24.2581
1262.0057	-390.2288	-0.2268	24.2581
1262.0057	-389.2301	-0.0769	24.2581
1262.5439	-389.7295	-0.2268	24.2581
1262.5439	-389.2301	-0.2268	24.2581
1262.0057	-389.2301	0.0730	24.2581
1262.0057	-389.2301	-0.2268	24.2581
1262.0057	-389.2301	-0.2268	24.2581
1262.0057	-389.2301	-0.0769	24.2581
1262.0057	-388.7307	-0.2268	24.2581
1262.0057	-389.2301	0.0730	24.2581
1262.0057	-389.2301	-0.2268	24.2581
1262.0057	-388.7307	-0.2268	24.2581
1262.0057	-389.2301	-0.0769	24.2581
1261.4675	-389.7295	-0.3767	24.2581
1262.0057	-389.7295	-0.2268	24.2581
1262.5439	-389.2301	-0.0769	24.2581
1262.0057	-389.2301	-0.0769	24.2581
1262.0057	-389.2301	-0.3767	24.2581
1261.4675	-389.2301	-0.2268	24.2581
1263.0820	-389.2301	-0.2268	24.2581
1262.0057	-388.7307	-0.0769	24.2581
1262.5439	-389.2301	-0.0769	24.2581
1262.5439	-388.7307	-0.2268	24.2581
1261.4675	-388.7307	0.0730	24.2581
1262.0057	-389.2301	0.0730	24.2581
1262.5439	-389.7295	-0.2268	24.2581
1262.0057	-389.2301	-0.0769	24.2581
1260.9293	-389.2301	-0.0769	24.2581
1260.9293	-389.2301	-0.2268	24.2581
1260.3911	-389.7295	-0.3767	24.2581
1261.4675	-389.2301	-0.2268	24.2581
1261.4675	-389.2301	-0.2268	24.2581
1262.0057	-389.7295	-0.0769	24.2581
1262.5439	-389.7295	-0.3767	24.2581
1261.4675	-389.2301	-0.0769	24.2581
1262.5439	-389.2301	-0.2268	24.2581
1262.5439	-389.2301	-0.2268	24.2581
1263.0820	-388.7307	-0.0769	24.2581
1262.5439	-388.7307	-0.0769	24.2581
1263.0820	-388.7307	-0.2268	24.2581
1262.5439	-388.7307	-0.2268	24.2581
1262.0057	-388.7307	-0.0769	24.2581
1262.0057	-388.7307	-0.0769	24.2581
1261.4675	-389.2301	-0.2268	24.2581
1262.0057	-388.7307	-0.2268	24.2581
1261.4675	-389.2301	-0.0769	24.2581
1260.9293	-389.2301	-0.2268	24.2581
1262.0057	-389.2301	-0.0769	24.2581
1262.0057	-389.2301	-0.2268	24.2581
1261.4675	-389.2301	-0.2268	24.2581
1262.0057	-389.2301	-0.2268	24.2581
1261.4675	-389.2301	-0.0769	24.2581
1262.0057	-389.2301	-0.0769	24.2581
1262.0057	-389.2301	-0.3767	24.2498
1263.0820	-389.2301	-0.0769	24.2498
1262.5439	-388.7307	-0.0769	24.2498
1262.5439	-388.7307	-0.0769	24.2498
1262.5439	-388.7307	-0.2268	24.2498
1262.5439	-388.7307	-0.0769	24.2498
1262.5439	-389.2301	-0.2268	24.2498
1263.0820	-389.2301	-0.0769	24.2498
1261.4675	-389.2301	-0.0769	24.2498
1261.4675	-389.2301	-0.3767	24.2498
1261.4675	-389.2301	-0.0769	24.2498
1260.9293	-389.7295	-0.3767	24.2498
1262.0057	-388.7307	-0.2268	24.2498
1261.4675	-389.2301	-0.0769	24.2498
1262.0057	-389.7295	-0.2268	24.2498
1262.0057	-389.2301	-0.2268	24.2498
1262.0057	-389.2301	-0.0769	24.2498
1262.5439	-388.7307	-0.0769	24.2498
1262.5439	-389.2301	-0.0769	24.2498
1262.5439	-388.7307	-0.2268	24.2498
1262.0057	-388.7307	-0.2268	24.2498
1262.5439	-389.2301	-0.0769	24.2498
1262.0057	-389.2301	0.0730	24.2498
1261.4675	-388.7307	-0.2268	24.2498
1261.4675	-389.2301	0.0730	24.2498
1262.0057	-389.2301	-0.0769	24.2498
1261.4675	-389.2301	-0.0769	24.2498
1260.9293	-389.2301	-0.0769	24.2498
1260.9293	-389.2301	-0.0769	24.2498
1262.0057	-388.7307	-0.2268	24.2498
1261.4675	-389.7295	-0.2268	24.2498
1261.4675	-388.2314	-0.0769	24.2498
1261.4675	-390.2288	-0.2268	24.2498
1262.5439	-389.7295	-0.0769	24.2498
1263.0820	-388.7307	-0.0769	24.2498
1262.5439	-389.2301	-0.2268	24.2498
1262.5439	-389.2301	-0.2268	24.2498
1263.0820	-389.2301	-0.0769	24.2498
1262.5439	-388.7307	-0.0769	24.2498
1262.0057	-388.7307	-0.2268	24.2498
1262.5439	-388.7307	-0.0769	24.2498
1263.0820	-389.7295	-0.2268	24.2498
1262.0057	-389.2301	-0.2268	24.2498
1261.4675	-389.2301	-0.0769	24.2498
1262.0057	-389.2301	-0.2268	24.2498
1260.9293	-389.2301	-0.0769	24.2498
1261.4675	-389.2301	-0.0769	24.2498
1262.0057	-389.2301	-0.0769	24.2498
1262.0057	-389.2301	-0.2268	24.2498
1262.5439	-389.7295	-0.0769	24.2498
1262.0057	-389.7295	-0.2268	24.2498
1263.0820	-389.7295	-0.2268	24.2498
1263.0820	-389.2301	-0.2268	24.2498
1262.5439	-388.7307	-0.0769	24.2498
1261.4675	-389.7295	-0.0769	24.2498
1261.4675	-390.2288	0.0730	24.2498
1262.5439	-388.2314	-0.2268	24.2498
1262.5439	-388.7307	-0.5266	24.2498
1262.0057	-389.7295	0.0730	24.2498
1261.4675	-388.7307	-0.0769	24.2498
1262.0057	-388.7307	-0.2268	24.2498
1261.4675	-389.2301	-0.2268	24.2498
1260.9293	-389.2301	-0.2268	24.2498
1262.0057	-388.7307	-0.0769	24.2498
1262.0057	-388.7307	-0.2268	24.2498
1262.0057	-389.7295	-0.2268	24.2498
1262.0057	-389.2301	-0.2268	24.2498
1262.0057	-389.7295	-0.0769	24.2498
1262.0057	-389.2301	-0.2268	24.2498
1263.6202	-388.7307	-0.2268	24.2498
1262.0057	-389.2301	-0.2268	24.2605
1262.5439	-389.2301	-0.2268	24.2605
1262.5439	-389.2301	-0.3767	24.2605
1263.0820	-388.7307	-0.0769	24.2605
1262.0057	-388.7307	-0.0769	24.2605
1261.4675	-388.7307	-0.2268	24.2605
1262.0057	-389.2301	-0.2268	24.2605
1261.4675	-390.2288	-0.2268	24.2605
1261.4675	-389.2301	-0.0769	24.2605
1261.4675	-389.2301	-0.2268	24.2605
1261.4675	-389.7295	-0.3767	24.2605
1262.5439	-389.7295	-0.2268	24.2605
1262.0057	-389.7295	-0.0769	24.2605
1262.0057	-389.2301	-0.2268	24.2605
1262.5439	-388.7307	-0.3767	24.2605
1262.5439	-389.2301	-0.2268	24.2605
1262.0057	-388.7307	-0.0769	24.2605
1262.5439	-390.2288	-0.2268	24.2605
1262.5439	-388.7307	-0.2268	24.2605
1262.5439	-389.2301	-0.2268	24.2605
1262.5439	-389.2301	-0.6765	24.2605
1261.4675	-388.7307	-0.2268	24.2605
1262.5439	-388.7307	-0.2268	24.2605
1261.4675	-389.2301	-0.2268	24.2605
1261.4675	-388.7307	-0.0769	24.2605
1262.0057	-388.7307	-0.0769	24.2605
1262.0057	-389.2301	-0.2268	24.2605
1261.4675	-389.2301	-0.2268	24.2605
1261.4675	-389.2301	-0.2268	24.2605
1262.5439	-389.7295	-0.2268	24.2605
1262.0057	-390.2288	-0.2268	24.2605
1262.5439	-389.7295	-0.2268	24.2605
1262.5439	-389.2301	-0.2268	24.2605
1262.5439	-388.7307	-0.0769	24.2605
1263.0820	-388.7307	-0.2268	24.2605
1263.0820	-389.2301	-0.0769	24.2605
1263.6202	-388.7307	-0.2268	24.2605
1262.5439	-389.2301	-0.2268	24.2605
1261.4675	-389.2301	-0.2268	24.2605
1261.4675	-389.2301	-0.2268	24.2605
1261.4675	-389.2301	-0.2268	24.2605
1260.9293	-388.7307	-0.2268	24.2605
1261.4675	-389.2301	-0.2268	24.2605
1262.0057	-389.7295	-0.3767	24.2605
1261.4675	-389.2301	-0.0769	24.2605
1262.5439	-389.2301	-0.2268	24.2605
1262.0057	-390.2288	-0.2268	24.2605
1262.0057	-388.7307	-0.2268	24.2605
